,city,order_date,source,order_id,booking_amount,actual_city_name,seller_locality,payment_mode,logistic_provider_name,fulfillment_type,package_type,sample_type,Radiography
8413,DELHI,18-01-2023,Exotel Lead,63c764118e918b54e9f71d23,670,DELHI,DWARKA SECTOR-10 METRO STATION,ONLINE,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8414,Delhi,18-01-2023,Phlebo Upgrade,63c764678e918bf7ddf71d43,2659.5,Noida,NCR,POD,lifecell-isolve 2,AT-HOME,HA,other,HAother
8415,Delhi,18-01-2023,Phlebo Upgrade,63c764df8e918bcd7ff71d58,2659.5,Noida,NCR,POD,lifecell-isolve 2,AT-HOME,HA,other,HAother
8416,Pune,18-01-2023,Phlebo Upsell,63c769eb49867a1b15e99461,1059.5,Pune,KOTHRUD,POD,Lifecell HA,AT-HOME,HA,other,HAother
8417,BENGALURU,18-01-2023,Outbound Lead,63c76a5d8e918b7f69f71e72,1291,BENGALURU,KASTURI NAGAR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8418,Bengaluru,18-01-2023,Phlebo Upsell,63c76aec49867a8d54e9947d,1699.5,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
8419,DELHI,18-01-2023,Outbound Lead,63c76bc18e918bae23f71ec8,4505,DELHI,TILAK NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8420,AHMEDABAD,18-01-2023,Outbound Lead,63c76ed98e918b4363f71f3c,2850,AHMEDABAD,AHMEDABAD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8421,Hyderabad,18-01-2023,Phlebo Upgrade,63c76f718e918b3613f71f60,750.3,Kondapur,BEGUMPET,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8422,Bengaluru,18-01-2023,Phlebo Upgrade,63c770c549867a8f2ae99561,1379.5, ,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
8423,Delhi,18-01-2023,Phlebo Upgrade,63c7714e49867a4389e9957a,2609.1,Delhi,DELHI,POD,Lifecell HA,AT-HOME,HA,other,HAother
8424,DELHI,18-01-2023,Exotel Lead,63c773458e918b016df71ffc,1530,DELHI,NARAINA INDUSTRIAL ESTATE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8425,Delhi,18-01-2023,WEB_ORDER,63c775c349867a7454e99640,700.3,Faridabad,GURGOAN,POD,Lifecell Now,AT-HOME,RTPCR,other,RTPCRother
8426,DELHI,18-01-2023,Inbound-SEM,63c7772c8e918bf737f720d9,1500,DELHI,UTTAM NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8427,BENGALURU,18-01-2023,Inbound-SEM,63c7779649867a2ac0e9968d,3557.5,BENGALURU,JAYANGAR III BLOCK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8428,BANGALORE,18-01-2023,CC Lead,63c779af49867a7b9fe996f1,3753,BANGALORE,MAHADEVAPURA,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8429,HYDERABAD,18-01-2023,APP,63c77b8f49867a0e17e99761,5950,HYDERABAD,GACHIBOWLI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8430,BENGALURU,18-01-2023,Outbound Lead,63c77e1e8e918b25def72262,4188,BENGALURU,RAMAGONDANAHALLI,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8431,DELHI,18-01-2023,Exotel Lead,63c77ee28e918b3e9af722a7,1190,DELHI,SECTOR 12 DWARKA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8432,BENGALURU,18-01-2023,Inbound-SEM,63c780f949867a15dae99860,1700,BENGALURU,JAYANGAR III BLOCK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8433,Hyderabad,18-01-2023,APP,63c781508e918b78ddf72319,1178.3,Hyderabad,HYDERABAD,POD,Lifecell Now,AT-HOME,Lab-Test,other,Lab-Testother
8434,BENGALURU,18-01-2023,FF Upgrade,63c782958e918b1662f72383,1020,BENGALURU,HSR LAYOUT,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8435,Bengaluru,18-01-2023,APP,63c782c849867a3441e998ca,700.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,RTPCR,other,RTPCRother
8436,MUMBAI,18-01-2023,Exotel Lead,63c783718e918b1ac4f723af,595,MUMBAI,THANE (W),POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8437,Hyderabad,18-01-2023,APP,63c7853d8e918b6e07f7241d,531,Hyderabad,HYDERABAD,ONLINE,Promiso RTPCR,AT-HOME,Lab-Test,other,Lab-Testother
8438,Bengaluru,18-01-2023,APP,63c785708e918b0927f72433,929.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
8439,LUCKNOW,18-01-2023,APP,63c7859549867a751be9994a,750,LUCKNOW,KANPUR ROAD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8440,GURUGRAM,18-01-2023,Outbound Lead,63c786028e918b0acef7244e,0,GURUGRAM,SECTOR 15,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8441,Mumbai,18-01-2023,Phlebo Upsell,63c789218e918bf164f72529,750.3,Dombivili,THANE WEST,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8442,DELHI,18-01-2023,APP,63c78b2049867a4ec2e99ad2,2350,DELHI,KIRTI NAGAR,ONLINE,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8443,Delhi,18-01-2023,WEB_ORDER,63c78ca78e918b4867f725ec,779.02,Ghaziabad,NOIDA,POD,Lifecell Now,AT-HOME,RTPCR,other,RTPCRother
8444,KOLKATA,18-01-2023,Outbound Lead,63c78da349867a4c3de99b29,3415,KOLKATA,BHOWANIPORE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8445,DELHI,18-01-2023,FF Upgrade,63c78dc749867a02fbe99b3b,1190,DELHI,TILAK NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8446,DELHI,18-01-2023,Exotel Lead,63c78ef649867a0124e99b76,750,DELHI,S J ENCLAVE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8447,Delhi,18-01-2023,Phlebo Upgrade,63c790cf49867a5287e99bf6,2609.1,New Delhi,DELHI,POD,Lifecell Now,AT-HOME,HA,other,HAother
8448,Bengaluru,18-01-2023,Phlebo Upsell,63c790ef8e918ba389f72691,950.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
8449,DELHI,18-01-2023,Exotel Lead,63c7923449867a58e1e99c5e,180,DELHI,DWARKA SECTOR-10 METRO STATION,ONLINE,,AT-CENTER,Lab-Test,other,Lab-Testother
8450,Bengaluru,18-01-2023,Inbound Lead,63c793558e918be18af7273d,5027.5,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,RTPCR,other,RTPCRother
8451,AHMEDABAD,18-01-2023,APP,63c793da8e918b819ef72756,595,AHMEDABAD,USMANPURA,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8452,DELHI,18-01-2023,Inbound-SEM,63c7960f49867a2e7de99d13,720,DELHI,PALAM COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8453,Kolkata,18-01-2023,APP,63c7961b49867a4ad9e99d1f,525.3,Kolkata,KOLKATA,POD,Lifecell Now,AT-HOME,Lab-Test,other,Lab-Testother
8454,BENGALURU,18-01-2023,CC Lead,63c7976e49867a0c2de99d5d,800,BENGALURU,ELECTRONIC CITY,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8455,DELHI,18-01-2023,Inbound-SEM,63c797ee49867a5ef7e99d8a,420,DELHI,PALAM COLONY,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8456,BENGALURU,18-01-2023,CC Lead,63c7997e49867a7b4fe99ded,1400,BENGALURU,ELECTRONIC CITY,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8457,BANGALORE,18-01-2023,CC Lead,63c79c0f8e918b3fa5f7291c,750,BANGALORE,CHIKKANAGMANGAL,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8458,Hyderabad,18-01-2023,APP,63c7a7b58e918b4d93f72b55,659.3,Hyderabad,HYDERABAD,POD,Lifecell Now,AT-HOME,Lab-Test,other,Lab-Testother
8459,Bengaluru,18-01-2023,Phlebo Upgrade,63c7ad0f8e918b5563f72c7d,1519.2, ,BENGALURU,POD,lifecell-isolve,AT-HOME,RTPCR,other,RTPCRother
8460,PANCHKULA,18-01-2023,Exotel Lead,63c7add749867af6c9e9a157,3211,PANCHKULA,PANCHKULA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8461,BANGALORE,18-01-2023,CC Lead,63c7b27849867a196be9a23e,1400,BANGALORE,MAHADEVAPURA,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8462,BANGALORE,18-01-2023,CC Lead,63c7b31e8e918b9168f72df3,500,BANGALORE,CHIKKANAGMANGAL,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8463,Delhi,18-01-2023,Inbound-SEM,63c7b3b949867a0bd7e9a27b,900.3,New Delhi,DELHI,POD,XRAI,AT-HOME,Lab-Test,imaging,Lab-Testimaging
8464,AHMEDABAD,18-01-2023,Outbound Lead,63c7b4848e918b2f19f72e59,7600,AHMEDABAD,AHMEDABAD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8465,MUMBAI,18-01-2023,Inbound-SEM,63c7b5ba8e918b382ef72e90,3557.5,MUMBAI,ANDHERI EAST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8466,Delhi,18-01-2023,Phlebo Upgrade,63c7c1208e918b8a1bf73115,1199.2,New Delhi,NCR,POD,lifecell-isolve 2,AT-HOME,HA,other,HAother
8467,BENGALURU,18-01-2023,APP,63c7d2db8e918b7b5af734ca,160,BENGALURU,HSR LAYOUT,ONLINE,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8468,DELHI,18-01-2023,Exotel Lead,63c7d4e749867aefe6e9a8bf,540,DELHI,TILAK NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8469,Hyderabad,18-01-2023,Phlebo Upsell,63c7e8e949867a564ae9aca8,1110,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8470,Delhi,18-01-2023,Support,63c7ebbf8e918b7b90f7398b,1710.3,New Delhi,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
8471,HYDERABAD,01-01-2023,APP,63b0e1238e918b8a9af3f328,0,HYDERABAD,MADHAPUR,POD,,AT-CENTER,HA,other,HAother
8472,DELHI,03-01-2023,Inbound-SEM,63b4273849867a2e5de6dae7,15300,DELHI,DEFENCE COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8473,PUNE,04-01-2023,Inbound-SEM,63b550b249867a42eee70190,3500,PUNE,MANGALWAR PETH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8474,GHAZIABAD,04-01-2023,Exotel Lead,63b582fd49867ad1f7e70d23,800,GHAZIABAD,SECTOR -5,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8475,DELHI,06-01-2023,Exotel Lead,63b811a68e918b2d1bf4fcdd,2680,DELHI,KARKADOOMA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8476,HYDERABAD,08-01-2023,APP,63ba3bde49867a2772e7ad05,0,HYDERABAD,MADHAPUR,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
8477,PUNE,08-01-2023,Inbound-SEM,63ba7ef749867aa8bbe7bbab,3500,PUNE,KOTHRUD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8478,FARIDABAD,08-01-2023,Exotel Lead,63bace768e918bcab5f55709,2940,FARIDABAD,AJRONDA SUBZI MANDI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8479,HYDERABAD,09-01-2023,APP,63bb959e49867a6d4ce7da39,338,HYDERABAD,LB NAGAR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8480,GHAZIABAD,10-01-2023,Exotel Lead,63bce0fe49867a4995e812d5,2025,GHAZIABAD,NEHRU NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8481,BENGALURU,10-01-2023,Exotel Lead,63bd58448e918b2efef5bac2,21600,BENGALURU,HEBBAL,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8482,Chennai,10-01-2023,HealthifyMe,63bd6abd8e918bb649f5bf35,0,Navalur,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
8483,BENGALURU,11-01-2023,Inbound-SEM,63beba1e8e918b6cd2f5f2e4,1120,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8484,DELHI,12-01-2023,Exotel Lead,63bfad528e918b3badf60fcc,2587.5,DELHI,MOTI BAGH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8485,DELHI,12-01-2023,Exotel Lead,63bfb9e58e918bb5cdf6162e,1650,DELHI,TILAK NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8486,MUMBAI,12-01-2023,Inbound-SEM,63bfc9f28e918b1e7df61d39,1200,MUMBAI,KOLBAD ROAD-THANE WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8487,Bengaluru,12-01-2023,App Upgrade,63bffb6049867a7647e8a5f7,2099.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
8488,Hyderabad,12-01-2023,APP,63c005ca8e918bc01ef6364f,0, ,BEGUMPET,NO-PAYMENT-REQUIRED,Lifecell HA,AT-HOME,HA,other,HAother
8489,HYDERABAD,13-01-2023,APP,63c1223449867a3ec9e8c94b,0,HYDERABAD,MADHAPUR,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
8490,Kolkata,13-01-2023,Diagright-Base,63c12c2549867a36ece8cb16,1699.3,Kolkata,PARK STREET AREA,POD,Lifecell HA,AT-HOME,HA,other,HAother
8491,Kolkata,13-01-2023,Diagright-Upsell,63c12cb48e918b98a9f658e4,1459.45,Kolkata,PARK STREET AREA,POD,Lifecell HA,AT-HOME,HA,other,HAother
8492,Kolkata,13-01-2023,Diagright-Upsell,63c12d3649867a45bee8cb52,1459.45,Kolkata,PARK STREET AREA,POD,Lifecell HA,AT-HOME,HA,other,HAother
8493,Other,13-01-2023,APP,63c133bb8e918b4ff5f65a58,710.3, ,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
8494,Bengaluru,13-01-2023,APP,63c13c608e918b2ea4f65bc2,1498,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
8495,BENGALURU,13-01-2023,Outbound Lead,63c16d4049867a1da6e8d6d9,4500,BENGALURU,YELAHANKA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8496,GHAZIABAD,14-01-2023,Exotel Lead,63c295c049867a70e3e8f7e2,2700,GHAZIABAD,NEHRU NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8497,BENGALURU,14-01-2023,Outbound Lead,63c29f0749867a5b27e8f992,6560,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8498,Other,14-01-2023,Opportunity,63c2abd08e918b793ef688b7,1710.3,Khorda,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
8499,Other,14-01-2023,APP,63c2f23e49867a7fa9e9044a,0, ,INDIA,POD,Lifecell HA,AT-HOME,HA,other,HAother
8500,Delhi,14-01-2023,APP,63c2f2e149867a4d40e90450,0,Faridabad,GURGOAN,NO-PAYMENT-REQUIRED,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8501,Other,15-01-2023,APP,63c3b0dc49867af333e91365,1609,Karimnagar,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
8502,BENGALURU,15-01-2023,Inbound-SEM,63c3eb7749867a18aee91ca9,3557.5,BENGALURU,KORAMANGALA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8503,BENGALURU,16-01-2023,Outbound Lead,63c4cffb49867a0057e92f78,2562,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8504,Other,16-01-2023,Opportunity,63c4dae18e918b1c46f6be88,710.3,Ernakulam,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
8505,PUNE,16-01-2023,Outbound Lead,63c4dd2249867a85bde9320a,5000,PUNE,KOTHRUD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8506,BENGALURU,16-01-2023,Agent Upsell,63c4f3568e918ba4bff6c2f0,2952,BENGALURU,SARJAPUR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8507,NAVI MUMBAI,16-01-2023,Outbound Lead,63c50dcd49867a9a61e93b21,1600,NAVI MUMBAI,VASHI,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8508,BENGALURU,16-01-2023,APP,63c52c128e918b4e53f6cd3e,1440,BENGALURU,INDIRA NAGAR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8509,DELHI,16-01-2023,Inbound-SEM,63c52fd049867abd7de941a9,2800,DELHI,DEFENCE COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8510,PUNE,16-01-2023,Exotel Lead,63c5317049867a6309e94209,1080,PUNE,PIMPRI-CHINCHWAD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8511,Bengaluru,16-01-2023,APP,63c535518e918b3bb8f6cf01,675.3, ,BENGALURU,POD,Promiso RTPCR,AT-HOME,Lab-Test,other,Lab-Testother
8512,AHMEDABAD,16-01-2023,Inbound-SEM,63c5399e49867a59c1e94421,13870,AHMEDABAD,AHMEDABAD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8513,Other,16-01-2023,App Upgrade,63c541838e918b6719f6d173,1624.5,Visakhapatnam,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
8514,MUMBAI,16-01-2023,APP,63c5558d8e918b36e8f6d55d,212.5,MUMBAI,KANDIVALI WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8515,KOLKATA,16-01-2023,Inbound-SEM,63c55e9d49867a259be94c62,6740,KOLKATA,BHOWANIPORE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8516,Hyderabad,16-01-2023,Inbound Lead,63c572298e918bc052f6ddd9,600.3,Secunderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8517,Bengaluru,16-01-2023,APP,63c58fcb8e918b7e27f6e7a9,2597,Bengaluru,,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
8518,Hyderabad,17-01-2023,APP,63c5dc128e918b93f2f6e9fd,400,Secunderabad,BEGUMPET,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8519,DELHI,17-01-2023,Exotel Lead,63c614a549867a094de962f0,1440,DELHI,KARKADOOMA,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
8520,Bengaluru,17-01-2023,WEB_ORDER,63c6157d8e918b672cf6ed40,1599.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
8521,GURUGRAM,17-01-2023,Inbound-SEM,63c6246e8e918bbfb8f6ef85,1620,GURUGRAM,SUSHANT LOK-1,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8522,DELHI,17-01-2023,Exotel Lead,63c628658e918b5e0af6f065,2680,DELHI,KARKADOOMA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8523,Mumbai,17-01-2023,APP,63c6394049867a5417e96937,480,Mumbai,THANE WEST,POD,Lifecell HA,AT-HOME,RTPCR,other,RTPCRother
8524,Pune,17-01-2023,Care Program,63c645338e918b5a16f6f9a0,0,Pune,KOTHRUD,POD,Lifecell HA,AT-HOME,HA,other,HAother
8525,Other,17-01-2023,Diagright-Base,63c647fd49867a7d1de970fb,710.3,Siliguri,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
8526,Other,17-01-2023,Opportunity,63c6669149867a25cbe976b0,3310.3,Madurai,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
8527,Other,17-01-2023,Agent Upsell,63c6670a8e918ba979f700a7,2989.3,Madurai,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
8528,CHENNAI,17-01-2023,WEB_ORDER,63c669aa8e918b5517f700f5,750,CHENNAI,MADIPAKKAM,ONLINE,,AT-CENTER,HA,other,HAother
8529,PANCHKULA,17-01-2023,Exotel Lead,63c674d18e918b1b7cf702de,5396,PANCHKULA,PANCHKULA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8530,Mumbai,17-01-2023,Opportunity,63c677eb8e918bb35af7035d,749.3,Mumbai,THANE WEST,POD,Lifecell HA,AT-HOME,HA,other,HAother
8531,PUNE,17-01-2023,Exotel Lead,63c685228e918bbb0af7068f,5500,PUNE,MANGALWAR PETH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8532,DELHI,17-01-2023,Exotel Lead,63c6857d8e918bc622f706ad,5850,DELHI,RAJENDER NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8533,MUMBAI,17-01-2023,APP,63c68a9c49867a9782e97dbf,1485,MUMBAI,THANE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8534,Bengaluru,17-01-2023,APP,63c68b978e918b2b30f707cc,0, ,BENGALURU,NO-PAYMENT-REQUIRED,lifecell-isolve,AT-HOME,HA,other,HAother
8535,Bengaluru,17-01-2023,APP,63c692c58e918b6558f709b4,1599.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
8536,Hyderabad,17-01-2023,APP,63c699cb8e918b1bc3f70af3,1609,Hyderabad,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
8537,BENGALURU,17-01-2023,Outbound Lead,63c69d5a8e918bd4ecf70bd8,15000,BENGALURU,HEBBAL,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8538,Delhi,17-01-2023,Inbound-SEM,63c6a4598e918b078df70d8a,0,New Delhi,NCR,POD,lifecell-isolve 2,AT-HOME,HA,other,HAother
8539,MUMBAI,17-01-2023,Inbound-SEM,63c6afe949867a33afe9855f,980,MUMBAI,ANDHERI EAST,ONLINE,,AT-CENTER,Lab-Test,other,Lab-Testother
8540,Other,17-01-2023,Diagright-Base,63c6b10a8e918b8885f7103b,1099.3,Mysuru,INDIA,POD,Lifecell HA,AT-HOME,HA,other,HAother
8541,DELHI,17-01-2023,Exotel Lead,63c6b2ff49867a224fe985f6,1260,DELHI,OKHLA PHASE 2,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8542,Mumbai,17-01-2023,APP,63c6bd788e918bbf57f71232,1050.3, ,THANE WEST,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8543,Mumbai,17-01-2023,Inbound-SEM,63c6c6258e918b3afaf71384,2449.3,Navi Mumbai,THANE WEST,POD,Lifecell HA,AT-HOME,HA,other,HAother
8544,Mumbai,17-01-2023,APP,63c6c86149867a0406e98a02,549.3,Navi Mumbai,THANE WEST,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8545,KOLKATA,17-01-2023,Outbound Lead,63c6c8688e918b2f74f71417,4050,KOLKATA,BHOWANIPORE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8546,MUMBAI,17-01-2023,Outbound Lead,63c6ce7f8e918b679bf71516,4365,MUMBAI,BORIVALI WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8547,MUMBAI,17-01-2023,APP,63c6d3218e918b5e82f715d0,2000,MUMBAI,KOLBAD ROAD-THANE WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8548,Mumbai,17-01-2023,APP,63c6d7588e918b1eb7f71656,375.3, ,THANE WEST,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8549,Bengaluru,17-01-2023,APP,63c6db2d49867a87aee98cde,2908,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
8550,Other,17-01-2023,APP,63c6dcf249867a8fd7e98d50,1598,Ahmedabad,INDIA,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
8551,Hyderabad,17-01-2023,PDF-VIEW,63c6df6a8e918b1faef7175b,675,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8552,Pune,17-01-2023,APP,63c6e44a49867a6634e98dfe,1599.3,Pune,KOTHRUD,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8553,Hyderabad,18-01-2023,APP,63c7437b49867a9d3fe99131,0,Hyderabad,,NO-PAYMENT-REQUIRED,Thyrocare-DSA,AT-HOME,HA,other,HAother
8554,Other,18-01-2023,APP,63c7452a8e918b910bf71b2c,1710, ,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
8555,BENGALURU,18-01-2023,APP,63c7538d49867a2bf7e991ac,1731,BENGALURU,BELLANDUR,ONLINE,,AT-CENTER,Lab-Test,other,Lab-Testother
8556,Bengaluru,18-01-2023,WEB_ORDER,63c75c4749867a7495e99242,3299,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
8557,HYDERABAD,18-01-2023,APP,63c75cc549867a9f7ee9925b,120,HYDERABAD,SECUNDERABAD,ONLINE,,AT-CENTER,Lab-Test,other,Lab-Testother
8558,Mumbai,18-01-2023,APP,63c7613249867a5f15e99337,575,Mumbai,THANE WEST,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8559,Hyderabad,18-01-2023,NOTIFICATION,63c763b949867a72b5e9938f,434,Hyderabad,BEGUMPET,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
8560,Bengaluru,18-01-2023,APP,63c765ab49867a246ae993d9,180,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
8561,Bengaluru,18-01-2023,APP,63c767308e918b780bf71dff,839.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
8562,Other,18-01-2023,APP,63c767a749867a31cae9942b,325,Gandhinagar,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
8563,Delhi,18-01-2023,Diagright-Base,63c76a6f8e918b2680f71e81,1299.5,New Delhi,DELHI,POD,Lifecell HA,AT-HOME,HA,other,HAother
8564,BENGALURU,18-01-2023,Outbound Lead,63c76be849867a4a73e994a7,225,BENGALURU,RAJAJI NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8565,BENGALURU,18-01-2023,APP,63c76ddd49867a7edae994e2,950,BENGALURU,KORAMANGALA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8566,AHMEDABAD,18-01-2023,Outbound Lead,63c76dea49867ae9b1e994ef,5225,AHMEDABAD,AHMEDABAD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
8567,NOIDA,18-01-2023,Outbound Lead,63c76e3d49867a1b1be994ff,1350,NOIDA,SECTOR 49,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
